"","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj","GeneSymbol"
"ENSMUSG00000020173",19210.9973783728,-0.125663033666714,0.0399727947737255,-3.14371397792063,0.00166818403750188,0.292047693965026,"Cobl"
"ENSMUSG00000086003",76.3479430076547,-0.528891552597556,0.16824316759296,-3.14361385466263,0.00166875484643052,0.292047693965026,"B230206L02Rik"
"ENSMUSG00000036879",2899.6836501374,-0.121148956932412,0.0386082212180558,-3.13790568718961,0.00170159618456177,0.292796358498517,"Phkb"
"ENSMUSG00000040569",209.615169186122,0.495809056582096,0.158029837425956,3.13743951558771,0.00170430434029362,0.292796358498517,"Slc26a7"
"ENSMUSG00000010064",4090.93386766826,-0.166423491211584,0.0531620811809677,-3.13049240200108,0.00174513513678945,0.294378038010754,"Slc38a3"
"ENSMUSG00000049233",164.051388541196,-0.395555736862225,0.126460043662431,-3.12791080412807,0.00176053600013628,0.294378038010754,"Apoo-ps"
"ENSMUSG00000029843",726.121663000628,0.693936967331201,0.221854790868648,3.12788813175576,0.00176067180696381,0.294378038010754,"Slc13a4"
"ENSMUSG00000008763",16115.6439423064,-0.139526573415261,0.0446669450897796,-3.12370978437894,0.00178586506819428,0.295842012340536,"Man1a2"
"ENSMUSG00000022708",5743.36921171742,-0.197766053462438,0.0633617478264509,-3.12122156106116,0.00180102474670624,0.295842012340536,"Zbtb20"
"ENSMUSG00000010660",843.339071202612,0.185878345546166,0.0596581486230698,3.11572433667992,0.00183493717123984,0.298791595379455,"Plcd1"
"ENSMUSG00000004931",600.399402461516,-0.237691331964597,0.0767964409000182,-3.09508265199489,0.0019675805942261,0.317387416165352,"Apba3"
"ENSMUSG00000017802",3875.42570244672,-0.121025488920063,0.0391559794926202,-3.09085586641685,0.00199580487640447,0.317387416165352,"Retreg3"
"ENSMUSG00000078439",40.7185181612525,0.707699707639192,0.229127917995469,3.08866642629374,0.00201057046712018,0.317387416165352,"Smim24"
"ENSMUSG00000047330",64.6171251175059,0.67028199283527,0.217146336798289,3.08677550226374,0.00202340347298788,0.317387416165352,"Kcne4"
"ENSMUSG00000061436",4932.62147995587,-0.212538240333864,0.0688887324050413,-3.0852395292196,0.00203388283348511,0.317387416165352,"Hipk2"
"ENSMUSG00000021508",3895.23275735703,-0.147100992278451,0.0477495464134816,-3.08067831691315,0.00206529646372709,0.318822621903947,"Cxcl14"
"ENSMUSG00000015222",141352.100251454,-0.0925953651404311,0.0300734246341975,-3.07897641411739,0.00207713125452747,0.318822621903947,"Map2"
"ENSMUSG00000025492",330.180097010964,0.320850876918035,0.104825617422393,3.06080598242671,0.00220742082891159,0.329297763425235,"Ifitm3"
"ENSMUSG00000034480",3324.04932915275,-0.135419604530847,0.044256718192796,-3.05986548620522,0.0022143642123543,0.329297763425235,"Diaph2"
"ENSMUSG00000097877",318.003498501201,0.356119386955113,0.11645244985878,3.05806693965625,0.0022276980737955,0.329297763425235,"Gm26703"
"ENSMUSG00000079502",8.58832218673747,1.53403939751693,0.501961669439306,3.05608872332913,0.00224244889044124,0.329297763425235,"Cfap77"
"ENSMUSG00000030029",1572.22752025158,-0.1663852649072,0.0544448361434654,-3.05603389950085,0.00224285896273886,0.329297763425235,"Lrig1"
"ENSMUSG00000037580",77.3899948330677,-0.536062098661449,0.175472566923217,-3.05496242552841,0.00225088720059971,0.329297763425235,"Gch1"
"ENSMUSG00000020422",3412.05599879508,-0.152111662692061,0.0498482071213621,-3.05149716461667,0.00227703199041657,0.330540318236749,"Tns3"
"ENSMUSG00000007682",5314.22810122307,-0.164599701807061,0.0540166053383583,-3.04720559124391,0.0023097966931854,0.332717329819921,"Dio2"
"ENSMUSG00000004961",12855.9169323051,0.114049505183151,0.0374832738428771,3.04267726616478,0.00234483664787542,0.333212666535604,"Syt5"
"ENSMUSG00000037172",8764.80931351935,-0.148929284574232,0.0489550166924041,-3.04216594409497,0.00234882366670404,0.333212666535604,"Dennd11"
"ENSMUSG00000034587",494.022229188581,0.23347878650864,0.0768348384619077,3.038709928757,0.00237593502853048,0.334524506347833,"8430429K09Rik"
"ENSMUSG00000029608",47383.4454782479,-0.121971807494037,0.040282867506126,-3.0278829449142,0.00246273461579628,0.344157973249263,"Rph3a"
"ENSMUSG00000049871",31.3844984241509,-0.772944952577739,0.255607224723112,-3.02395581116706,0.00249492877225527,0.346074342142609,"Nlrc3"
"ENSMUSG00000027355",201.79285992649,0.323814393365906,0.107393673852869,3.01520919946864,0.00256802062745865,0.352031276429392,"Tmco5"
"ENSMUSG00000019990",2200.85706933386,-0.233411705135339,0.0774632150529816,-3.0131941331856,0.00258513487902449,0.352031276429392,"Pde7b"
"ENSMUSG00000073421",103.093120951622,0.690621085957456,0.229306720867543,3.01177864889703,0.00259721908366623,0.352031276429392,"H2-Ab1"
"ENSMUSG00000032940",617.416141523594,0.214502444852355,0.0712819279293787,3.00921216756188,0.00261926132489522,0.352031276429392,"Rbm11"
"ENSMUSG00000036594",166.989909855035,0.636065200962343,0.211475206909029,3.00775306126529,0.00263186898964621,0.352031276429392,"H2-Aa"
"ENSMUSG00000004891",870.746098028453,-0.263985972334175,0.0880411908534855,-2.99843709262736,0.00271368172228835,0.358617230193368,"Nes"
"ENSMUSG00000040174",557.803266137698,0.227509832371074,0.0760013160487774,2.99349858922257,0.00275798783757998,0.358617230193368,"Alkbh3"
"ENSMUSG00000033998",5067.02999303509,-0.192377130995618,0.0643410152047875,-2.98996107511377,0.00279012999966205,0.358617230193368,"Kcnk1"
"ENSMUSG00000041272",4328.82803531826,0.195225512061728,0.0653155590092771,2.98895875688669,0.00279929914892509,0.358617230193368,"Tox"
"ENSMUSG00000069911",51.9596141408202,-0.68250681324961,0.228359601800967,-2.9887370965223,0.00280133059729091,0.358617230193368,"Insyn2b"
"ENSMUSG00000082145",46.5963207412704,1.00038890482252,0.334761045286255,2.98836713204516,0.00280472420581288,0.358617230193368,"Gm12312"
"ENSMUSG00000055884",1528.4188012127,0.131481408974304,0.0440593159692088,2.98419088181465,0.0028432933389376,0.358617230193368,"Fancm"
"ENSMUSG00000004056",5922.60445222239,-0.15622348151283,0.0524075786252163,-2.98093301791397,0.00287371641073063,0.358617230193368,"Akt2"
"ENSMUSG00000033545",8554.21821401256,-0.120146574526764,0.0403343822190244,-2.97876322672658,0.00289414323580939,0.358617230193368,"Znrf1"
"ENSMUSG00000060257",802.441444578386,-0.24865153792111,0.0835610751295645,-2.97568619761733,0.00292333825420547,0.358617230193368,"Scrt2"
"ENSMUSG00000086605",7334.42814119291,-0.122090308168712,0.0410401038688087,-2.97490251386775,0.00293081670872028,0.358617230193368,"ENSMUSG00000086605"
"ENSMUSG00000028842",6300.21737777613,-0.141602224875433,0.0476212042940493,-2.9735120515028,0.0029441284494397,0.358617230193368,"Ago3"
"ENSMUSG00000036061",920.826412494942,-0.167022508148137,0.0562504115290216,-2.96926731037272,0.00298510796500965,0.358617230193368,"Smug1"
"ENSMUSG00000061808",68.0053922777455,2.50189266719124,0.843114651646243,2.96744062305893,0.0030029027687838,0.358617230193368,"Ttr"
"ENSMUSG00000021760",176.166497684633,0.373826882875827,0.126029006171403,2.96619718136485,0.00301507114319103,0.358617230193368,"Gpx8"
"ENSMUSG00000028669",4854.15546229815,0.110524584139361,0.0372966387291674,2.96339262478704,0.00304268195737956,0.358617230193368,"Pithd1"
"ENSMUSG00000030214",14.2871580631093,1.50273855274061,0.507492513903672,2.96110486671306,0.00306537547093155,0.358617230193368,"Plbd1"
"ENSMUSG00000037111",18615.3495144096,-0.162492624112162,0.0548824807756761,-2.96073759450354,0.00306903298870194,0.358617230193368,"Setd7"
"ENSMUSG00000033577",7460.5784762112,-0.125458181150695,0.0423987448422542,-2.95900696158497,0.00308632129150332,0.358617230193368,"Myo6"
"ENSMUSG00000033720",8427.71917300593,-0.14049206820747,0.0474870242923954,-2.9585359432591,0.00309104191773454,0.358617230193368,"Sfxn5"
"ENSMUSG00000020262",14363.2772425759,-0.143482367815117,0.0485117686614778,-2.95768164661977,0.00309962062769565,0.358617230193368,"Adarb1"
"ENSMUSG00000042757",1618.20229461173,-0.190379446753168,0.0643738611638687,-2.95740294758058,0.00310242397155429,0.358617230193368,"Tmem108"
"ENSMUSG00000025085",14609.0990867814,-0.0813262317018703,0.0275463196675666,-2.95234473001578,0.00315370632102491,0.362308616978604,"Ablim1"
"ENSMUSG00000033213",9.9338602901717,1.49496336981105,0.506852010609213,2.9495066380701,0.00318281735547832,0.363423401211506,"AA467197"
"ENSMUSG00000063652",106.355274104054,0.512210743339241,0.173960550250932,2.94440746824723,0.00323573686451854,0.367226718333177,"Slc22a21"
"ENSMUSG00000044033",1455.87591723241,-0.146746844677169,0.049945241086884,-2.93815469669853,0.00330172229718799,0.371208369814783,"Ccdc141"
"ENSMUSG00000058488",185.0754119912,0.535863334336421,0.18243182987018,2.93733464559198,0.00331046661107918,0.371208369814783,"Kl"
"ENSMUSG00000024134",33.1240076154734,1.01873047738073,0.347491204599709,2.93167269817447,0.00337141857593506,0.375792763410475,"Six2"
"ENSMUSG00000097766",8.60351563440805,-1.40079202886027,0.47932929161812,-2.92240022330259,0.00347344890731765,0.380939222365298,"5730420D15Rik"
"ENSMUSG00000103621",22.2315938932795,0.981530228020946,0.335963264992525,2.92154032984167,0.00348305177940918,0.380939222365298,"Gm38366"
"ENSMUSG00000025425",4207.07259389657,-0.134373289288072,0.0460364761868694,-2.91884393459285,0.00351332068447545,0.380939222365298,"St8sia5"
"ENSMUSG00000042599",6772.69621306828,-0.145301515105758,0.0497824744268099,-2.91872826288256,0.00351462451775415,0.380939222365298,"Kdm7a"
"ENSMUSG00000086645",98.5136899330299,0.523550149058558,0.17956763879645,2.91561526657948,0.00354987950883209,0.380939222365298,"Gm15743"
"ENSMUSG00000024420",542.188519078679,-0.219897223768352,0.0754305458737538,-2.91522779294729,0.00355429012829196,0.380939222365298,"Zfp521"
"ENSMUSG00000020101",1690.06311799055,-0.143193182966179,0.0491383469570844,-2.91408221548924,0.00356735943235638,0.380939222365298,"Vsir"
"ENSMUSG00000032702",1087.49655503984,-0.164835561593268,0.0565934917733222,-2.9126239860494,0.00358405885976988,0.380939222365298,"Kank1"
"ENSMUSG00000044702",95.6378163721964,0.480828723471768,0.165225155561422,2.91014235597448,0.00361264166990928,0.380939222365298,"Palb2"
"ENSMUSG00000040852",914.768108467167,-0.171479999185007,0.0589649955438657,-2.90816606705988,0.00363555220444483,0.380939222365298,"Plekhh2"
"ENSMUSG00000038047",831.926962704964,0.169876096622087,0.0584678402880786,2.90546214440427,0.00366711205078527,0.380939222365298,"Haus6"
"ENSMUSG00000039167",1369.15417254474,-0.213652600278368,0.0735594437239229,-2.90448906982264,0.00367853047297124,0.380939222365298,"Adgrl4"
"ENSMUSG00000003970",10858.9296616549,0.0739997641547774,0.0254803453125391,2.9041900039856,0.00368204631251303,0.380939222365298,"Rpl8"
"ENSMUSG00000041559",895.657832509114,0.525229623944923,0.18103696644544,2.90122859578082,0.00371702611769087,0.382445225713622,"Fmod"
"ENSMUSG00000037679",5946.52516385696,-0.245326175179279,0.0846176514426571,-2.89923167325827,0.00374078377752791,0.382786431792283,"Inf2"
"ENSMUSG00000057924",418.334259838342,-0.252951543653575,0.0874292460523985,-2.89321428554897,0.00381321044228772,0.388077058381956,"ENSMUSG00000057924"
"ENSMUSG00000091387",1706.52472783308,-0.271788269599953,0.0940117190809588,-2.89100414562041,0.00384013054707667,0.388608158547934,"Gcnt4"
"ENSMUSG00000029687",286.59003572697,0.276959112325124,0.095853925237368,2.8893872800647,0.00385993364786477,0.388608158547934,"Ezh2"
"ENSMUSG00000097339",19.5961104140341,0.965268775633465,0.334664651755651,2.88428661518228,0.00392301523961908,0.392846969931053,"Gm26671"
